0;0
5.728643216;2.624645028
11.45728643;4.893836208
17.18592965;6.833812685
22.91457286;8.470813604
28.64321608;9.831078112
34.3718593;10.94084535
40.10050251;11.82635447
45.82914573;12.51384462
51.55778894;13.02955493
57.28643216;13.39972456
63.01507538;13.65059265
68.74371859;13.80839834
74.47236181;13.89938079
80.20100503;13.94977913
85.92964824;13.98583251
91.65829146;14.03378009
97.38693467;14.11986099
103.1155779;14.27031437
108.8442211;14.51137938
114.5728643;14.86929516
120.3015075;15.37028218
126.0301508;16.02941828
131.758794;16.82495568
137.4874372;17.72693199
143.2160804;18.70538466
148.9447236;19.73035111
154.6733668;20.7718688
160.4020101;21.79997517
166.1306533;22.78470766
171.8592965;23.69610372
177.5879397;24.50420077
183.3165829;25.18072598
189.0452261;25.72275386
194.7738693;26.14804601
200.5025126;26.47506519
206.2311558;26.7222742
211.959799;26.9081358
217.6884422;27.05111278
223.4170854;27.16966791
229.1457286;27.28226396
234.8743719;27.40736373
240.6030151;27.56341888
246.3316583;27.76183341
252.0603015;27.99370163
257.7889447;28.24631285
263.5175879;28.5069562
269.2462312;28.76292079
274.9748744;29.00149574
280.7035176;29.20997017
286.4321608;29.24023467
292.160804;29.26670281
297.8894472;29.30020329
303.6180905;29.34723391
309.3467337;29.39969699
315.0753769;29.44175993
320.8040201;29.47779216
326.5326633;29.50583557
332.2613065;29.52541487
337.9899497;29.73853543
343.718593;30.29451097
349.4472362;31.12251222
355.1758794;32.26940115
360.9045226;33.78186189
366.6331658;35.67354617
372.361809;37.87640975
378.0904523;40.30928392
383.8190955;42.891
389.5477387;45.54038928
395.2763819;48.17628306
401.0050251;50.71751265
406.7336683;53.08290935
412.4623116;55.19130445
418.1909548;56.96152927
423.919598;58.32089535
429.6482412;59.28294904
435.3768844;59.91484153
441.1055276;60.28473754
446.8341709;60.46080181
452.5628141;60.50094033
458.2914573;60.50743633
464.0201005;60.51220236
469.7487437;60.59003612
475.4773869;60.81941267
481.2060302;61.26370811
486.9346734;61.96132845
492.6633166;62.88771459
498.3919598;64.00962906
504.120603;65.29383444
509.8492462;66.70709326
515.5778894;68.2161681
521.3065327;69.78782149
527.0351759;71.388816
532.7638191;72.98591417
538.4924623;74.54587857
544.2211055;76.04065962
549.9497487;77.48845002
555.678392;78.93225746
561.4070352;80.41536911
567.1356784;81.98107212
572.8643216;83.67272111
578.5929648;85.53365481
584.321608;87.60711013
590.0502513;89.93637424
595.7788945;92.5647343
601.5075377;95.53499705
607.2361809;98.84730997
612.9648241;102.4223258
618.6934673;106.171779
624.4221106;110.0074038
630.1507538;113.8409347
635.879397;117.5841059
641.6080402;121.1486518
647.3366834;124.4463067
653.0653266;127.3888051
658.7939698;129.8878813
664.5226131;131.868835
670.2512563;133.3553888
675.9798995;134.4174106
681.7085427;135.1251398
687.4371859;135.548816
693.1658291;135.7586786
698.8944724;135.8075908
704.6231156;135.8162941
710.3517588;135.8249246
716.080402;135.8647825
721.8090452;136.0585691
727.5376884;136.4270342
733.2663317;136.9570049
738.9949749;137.6302865
744.7236181;138.4286843
750.4522613;139.3340037
756.1809045;140.3280498
761.9095477;141.3926279
767.638191;142.5095434
773.3668342;143.6606014
779.0954774;144.8276073
784.8241206;145.9933037
790.5527638;147.1462684
796.281407;148.2774383
802.0100503;149.3777632
807.7386935;150.4381927
813.4673367;151.4496766
819.1959799;152.4031646
824.9246231;153.2896063
830.6532663;154.0999515
836.3819095;154.8251498
842.1105528;155.4565316
847.839196;156.0028362
853.5678392;156.4973773
859.2964824;156.9753754
865.0251256;157.4720814
870.7537688;158.0227077
876.4824121;158.6624638
882.2110553;159.4265589
887.9396985;160.3502024
893.6683417;161.4686034
899.3969849;162.816971
905.1256281;164.4231505
910.8542714;166.2756836
916.5829146;168.3494732
922.3115578;170.6194007
928.040201;173.0603474
933.7688442;175.6471948
939.4974874;178.3548242
945.2261307;181.158117
950.9547739;184.0319545
956.6834171;186.9512183
962.4120603;189.8907972
968.1407035;192.8258081
973.8693467;195.7316461
979.5979899;198.5837253
985.3266332;201.3574596
991.0552764;204.028263
996.7839196;206.5715493
1002.512563;208.9627326
1008.241206;211.1772267
1013.969849;213.1904456
1019.698492;214.9778034
1025.427136;216.5219871
1031.155779;217.8382869
1036.884422;218.9518585
1042.613065;219.887874
1048.341709;220.6715055
1054.070352;221.327925
1059.798995;221.8823048
1065.527638;222.3598167
1071.256281;222.785633
1076.984925;223.1849258
1082.713568;223.5828671
1088.442211;224.004629
1094.170854;224.4753837
1099.899497;225.0203032
1105.628141;225.6645596
1111.356784;226.4333249
1117.085427;227.3517714
1122.81407;228.4450711
1128.542714;229.7383961
1134.271357;231.2569185
1140;233.0258103
